gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx942,304,144,3392,6144,ck,12,0,23.7479,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,252.74,955.96,0.0
gfx942,304,160,3392,6144,ck,12,0,21.8695,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,304.94,1047.53,0.0
gfx942,304,176,3392,6144,ck,7,0,23.7366,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,309.05,973.85,0.0
gfx942,304,184,3392,6144,ck,17,0,26.4601,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,289.84,877.52,0.0
gfx942,304,192,3392,6144,ck,17,0,22.7335,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,352.02,1025.91,0.0
gfx942,304,200,3392,6144,ck,17,0,27.8084,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,299.77,842.41,0.0
gfx942,304,208,3392,6144,ck,10,0,28.4768,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,304.45,826.27,0.0
gfx942,304,216,3392,6144,ck,17,0,28.1087,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,320.29,840.77,0.0
gfx942,304,224,3392,6144,ck,10,0,26.5359,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,351.84,894.5,0.0
gfx942,304,232,3392,6144,ck,12,0,29.2083,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,331.07,816.2,0.0
gfx942,304,240,3392,6144,ck,17,0,28.0209,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,357.0,854.48,0.0
gfx942,304,256,3392,6144,ck,17,0,26.2444,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,406.57,920.2,0.0
gfx942,304,272,3392,6144,ck,12,0,32.0594,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,353.63,759.74,0.0
gfx942,304,288,3392,6144,ck,10,0,29.9978,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,400.17,818.85,0.0
gfx942,304,304,3392,6144,ck,10,0,33.2946,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,380.57,743.98,0.0
gfx942,304,320,3392,6144,ck,17,0,29.36,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,454.29,850.73,0.0
gfx942,304,336,3392,6144,ck,10,0,34.3431,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,407.79,733.31,0.0
gfx942,304,352,3392,6144,ck,12,0,32.0549,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,457.7,792.11,0.0
gfx942,304,368,3392,6144,ck,10,0,36.9074,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,415.6,693.57,0.0
gfx942,304,384,3392,6144,ck,10,0,36.3012,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,440.91,710.85,0.0
gfx942,304,400,3392,6144,ck,10,0,40.0459,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,416.33,649.55,0.0
gfx942,304,416,3392,6144,ck,10,0,39.2199,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,442.1,668.5,0.0
gfx942,304,432,3392,6144,ck,10,0,39.6876,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,453.7,665.83,0.0
gfx942,304,448,3392,6144,ck,10,0,39.4091,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,473.83,675.79,0.0
gfx942,304,464,3392,6144,ck,10,0,42.2225,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,458.05,635.66,0.0
gfx942,304,480,3392,6144,ck,10,0,41.7035,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,479.74,648.53,0.0
gfx942,304,496,3392,6144,ck,10,0,43.3615,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,476.78,628.5,0.0
gfx942,304,512,3392,6144,ck,10,0,43.0124,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,496.15,638.41,0.0
gfx942,304,588,3392,6144,ck,17,0,51.5776,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,475.17,551.44,0.0
gfx942,304,664,3392,6144,ck,17,0,54.2551,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,510.11,542.34,0.0
gfx942,304,768,3392,6144,ck,15,0,62.7659,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,510.01,490.22,0.0
gfx942,304,896,3392,6144,ck,17,0,67.8497,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,550.42,477.88,0.0
gfx942,304,1024,3392,6144,ck,17,0,72.0653,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,592.26,472.89,0.0
gfx942,304,2048,3392,6144,ck,15,0,133.699,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,638.47,353.91,0.0
gfx942,304,3072,3392,6144,ck,15,0,187.7161,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,682.11,322.59,0.0
gfx942,304,4096,3392,6144,ck,2,0,251.9228,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,677.69,292.92,0.0
gfx942,304,8192,3392,6144,ck,15,0,482.0853,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,708.28,262.91,0.0
gfx942,304,10240,3392,6144,ck,15,0,601.3022,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,709.81,254.82,0.0
gfx942,304,12288,3392,6144,ck,15,0,728.3719,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,703.18,246.71,0.0
gfx942,304,14336,3392,6144,ck,15,0,847.3491,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,705.18,243.32,0.0
gfx942,304,16384,3392,6144,ck,2,0,961.0262,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,710.59,242.09,0.0
gfx942,304,24576,3392,6144,ck,15,0,1475.6722,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,694.16,229.43,0.0
gfx942,304,32768,3392,6144,ck,2,0,1931.2643,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,707.2,230.14,0.0
gfx942,304,49152,3392,6144,ck,2,0,2956.1782,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,693.02,222.0,0.0
gfx942,304,65536,3392,6144,ck,15,0,3922.0865,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,696.47,221.33,0.0
gfx942,304,131072,3392,6144,ck,15,0,7791.4572,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,701.18,220.16,0.0
gfx942,304,1,4096,6144,ck,6,0,15.762,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,3.19,1597.52,0.0
gfx942,304,2,4096,6144,ck,6,0,16.2312,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,6.2,1552.23,0.0
gfx942,304,4,4096,6144,ck,6,0,16.3775,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,12.29,1540.11,0.0
gfx942,304,8,4096,6144,ck,7,0,15.625,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,25.77,1617.95,0.0
gfx942,304,16,4096,6144,ck,7,0,14.2959,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,56.33,1776.4,0.0
gfx942,304,32,4096,6144,ck,7,0,14.2095,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,113.35,1803.34,0.0
gfx942,304,40,4096,6144,ck,7,0,15.6007,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,129.05,1649.88,0.0
gfx942,304,48,4096,6144,ck,7,0,13.7087,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,176.23,1885.95,0.0
gfx942,304,56,4096,6144,ck,7,0,16.4839,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,170.99,1575.39,0.0
gfx942,304,64,4096,6144,ck,7,0,15.1083,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,213.21,1726.42,0.0
gfx942,304,72,4096,6144,ck,12,0,19.5584,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,185.29,1339.48,0.0
gfx942,304,80,4096,6144,ck,12,0,20.8704,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,192.93,1260.77,0.0
gfx942,304,96,4096,6144,ck,12,0,16.9873,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,284.44,1562.47,0.0
gfx942,304,104,4096,6144,ck,6,0,20.521,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,255.08,1299.0,0.0
gfx942,304,112,4096,6144,ck,6,0,20.5106,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,274.84,1305.25,0.0
gfx942,304,128,4096,6144,ck,12,0,19.6835,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,327.3,1371.75,0.0
gfx942,304,136,4096,6144,asm,0,1,22.8869,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,299.08,1184.76,0.0
gfx942,304,144,4096,6144,asm,0,1,23.3547,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,310.33,1165.94,0.0
gfx942,304,160,4096,6144,asm,0,1,23.4326,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,343.67,1171.85,0.0
gfx942,304,176,4096,6144,asm,1,1,24.9045,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,355.69,1111.81,0.0
gfx942,304,184,4096,6144,asm,1,1,25.0057,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,370.36,1111.89,0.0
gfx942,304,192,4096,6144,ck,17,0,24.4193,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,395.74,1143.29,0.0
gfx942,304,200,4096,6144,asm,1,1,26.9099,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,374.08,1041.74,0.0
gfx942,304,208,4096,6144,asm,1,1,26.8771,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,389.51,1047.27,0.0
gfx942,304,216,4096,6144,asm,0,1,26.3123,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,413.18,1074.11,0.0
gfx942,304,224,4096,6144,ck,11,0,26.6637,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,422.83,1064.26,0.0
gfx942,304,232,4096,6144,asm,1,1,27.8794,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,418.84,1021.97,0.0
gfx942,304,240,4096,6144,asm,1,1,27.8801,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,433.27,1026.05,0.0
gfx942,304,256,4096,6144,ck,17,0,27.7747,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,463.91,1038.21,0.0
gfx942,304,272,4096,6144,asm,0,1,29.282,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,467.53,992.6,0.0
gfx942,304,288,4096,6144,asm,0,1,30.7888,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,470.8,951.47,0.0
gfx942,304,304,4096,6144,asm,1,1,30.9621,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,494.18,953.55,0.0
gfx942,304,320,4096,6144,asm,1,1,31.2265,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,515.78,952.82,0.0
gfx942,304,336,4096,6144,asm,1,1,31.4462,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,537.79,953.46,0.0
gfx942,304,352,4096,6144,asm,1,1,33.7009,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,525.71,896.48,0.0
gfx942,304,368,4096,6144,asm,1,1,32.4137,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,571.43,939.15,0.0
gfx942,304,384,4096,6144,asm,1,1,34.6786,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,557.33,884.43,0.0
gfx942,304,400,4096,6144,asm,1,1,34.2488,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,587.84,902.23,0.0
gfx942,304,416,4096,6144,asm,1,1,33.5475,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,624.13,927.93,0.0
gfx942,304,432,4096,6144,asm,2,1,35.5579,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,611.49,881.91,0.0
gfx942,304,448,4096,6144,asm,2,1,37.1263,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,607.35,850.83,0.0
gfx942,304,464,4096,6144,asm,2,1,38.051,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,613.75,836.19,0.0
gfx942,304,480,4096,6144,asm,3,1,39.2393,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,615.69,816.71,0.0
gfx942,304,496,4096,6144,asm,2,1,39.1975,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,636.89,823.43,0.0
gfx942,304,512,4096,6144,asm,2,1,39.1581,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,658.1,830.12,0.0
gfx942,304,588,4096,6144,asm,3,1,43.3267,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,683.07,775.4,0.0
gfx942,304,664,4096,6144,asm,3,1,45.7284,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,730.84,758.5,0.0
gfx942,304,768,4096,6144,asm,4,1,51.5852,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,749.34,701.28,0.0
gfx942,304,896,4096,6144,asm,5,1,60.4697,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,745.78,628.59,0.0
gfx942,304,1024,4096,6144,asm,5,1,63.7685,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,808.23,624.85,0.0
gfx942,304,2048,4096,6144,asm,5,1,122.8298,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,839.2,443.91,0.0
gfx942,304,3072,4096,6144,asm,5,1,181.1878,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,853.36,381.96,0.0
gfx942,304,4096,4096,6144,asm,5,1,233.3405,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,883.51,359.5,0.0
gfx942,304,8192,4096,6144,asm,5,1,427.204,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,965.15,333.81,0.0
gfx942,304,10240,4096,6144,asm,5,1,540.6596,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,953.27,318.07,0.0
gfx942,304,12288,4096,6144,asm,5,1,653.5344,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,946.35,308.06,0.0
gfx942,304,14336,4096,6144,asm,5,1,742.7932,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,971.41,310.57,0.0
gfx942,304,16384,4096,6144,asm,5,1,854.5903,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,964.95,304.29,0.0
gfx942,304,24576,4096,6144,asm,5,1,1272.7715,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,971.86,296.59,0.0
gfx942,304,32768,4096,6144,asm,5,1,1652.6569,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,997.95,299.47,0.0
gfx942,304,49152,4096,6144,asm,5,1,2522.1562,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,980.87,289.36,0.0
gfx942,304,65536,4096,6144,asm,5,1,3332.7478,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,989.73,289.46,0.0
gfx942,304,131072,4096,6144,asm,5,1,6733.2621,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,979.77,282.81,0.0
gfx942,304,1,6144,2048,ck,7,0,7.3064,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,3.44,1724.14,0.0
gfx942,304,2,6144,2048,ck,7,0,8.1567,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,6.17,1546.16,0.0
gfx942,304,4,6144,2048,ck,7,0,7.3607,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,13.68,1717.26,0.0
gfx942,304,8,6144,2048,ck,7,0,7.4097,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,27.17,1713.65,0.0
gfx942,304,16,6144,2048,ck,7,0,7.6921,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,52.35,1665.64,0.0
gfx942,304,32,6144,2048,ck,7,0,7.6673,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,105.03,1700.95,0.0
gfx942,304,40,6144,2048,ck,6,0,8.0601,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,124.89,1632.28,0.0
gfx942,304,48,6144,2048,ck,7,0,7.1829,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,168.17,1847.59,0.0
gfx942,304,56,6144,2048,ck,7,0,8.3518,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,168.74,1602.74,0.0
gfx942,304,64,6144,2048,ck,12,0,8.2046,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,196.31,1645.47,0.0
