cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,tflops,bw,_tag
80,1024,2560,640,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,32,0,609.0859,moe_ck2stages_gemm1_256x32x64x256_1x4_MulABScale_v1_Nswizzle0_Quant2_MulRoutedWeight0_silu_F8_F8_B16,0.0%,400.4387,moe_ck2stages_gemm2_256x32x64x128_1x4_MulABScaleExpertWeight_v1_Nswizzle0_Quant2_MulRoutedWeight1_F8_F8_B16,0.2%,1009.5246,0,109.68,2505.5,
80,2048,2560,640,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,1306.9781020408172,impl__flydsl_gfx942__64_256_128_True,2.11%,0.0,,0%,1306.9781020408172,0,0.0,0.0,
80,4096,2560,640,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,2174.6434432989686,impl__flydsl_gfx942__64_256_128_True:1x4_64x256:64:128,1.80%,0.0,,0%,2174.6434432989686,0,0.0,0.0,
80,8192,2560,640,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,3395.624136842113,impl__flydsl_gfx942__64_256_128_True:1x4_64x256:64:128,2.04%,0.0,,0%,3395.624136842113,0,0.0,0.0,
80,16384,2560,640,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,6491.912840000018,impl__flydsl_gfx942__64_256_128_True:1x4_64x256:64:128,1.95%,0.0,,0%,6491.912840000018,0,0.0,0.0,
80,32768,2560,640,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,11957.13768999998,impl__flydsl_gfx942__64_256_128_True:1x4_64x256:64:128,1.96%,0.0,,0%,11957.13768999998,0,0.0,0.0,
80,1,2560,320,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,16.036712765957557,fused_moe_asmjit_aot__16_True_False_False,0.70%,0.0,,0%,16.036712765957557,1,3.37,78616.89,
80,2,2560,320,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,28.47820000000016,impl__flydsl_gfx942__16_16_16_False_True,0.04%,0.0,,0%,28.47820000000016,0,0.0,0.0,
80,4,2560,320,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,44.9726599999999,impl__flydsl_gfx942__16_16_16_False_True,0.05%,0.0,,0%,44.9726599999999,0,0.0,0.0,
80,8,2560,320,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,78.57667000000008,impl__flydsl_gfx942__16_16_16_False_True,0.03%,0.0,,0%,78.57667000000008,0,0.0,0.0,
80,16,2560,320,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,119.94954999999987,fused_moe_asmjit_aot__16_True_False_False,0.48%,0.0,,0%,119.94954999999987,1,7.21,10511.68,
80,32,2560,320,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,193.52002000000002,fused_moe_asmjit_aot__16_True_False_False,0.47%,0.0,,0%,193.52002000000002,1,8.94,6516.09,
80,64,2560,320,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,176.8414,moe_ck2stages_gemm1_128x16x64x128_1x2_MulABScale_v1_Nswizzle0_Quant2_MulRoutedWeight0_silu_F8_F8_B16,0.0%,128.4813,moe_ck2stages_gemm2_64x16x64x64_1x1_MulABScaleExpertWeight_v1_Nswizzle0_Quant2_MulRoutedWeight1_F8_F8_B16,0.0%,305.3227,0,11.33,4130.84,
80,128,2560,320,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,451.20320202020247,impl__flydsl_gfx942__16_128_64_False,0.03%,0.0,,0%,451.20320202020247,0,0.0,0.0,
80,256,2560,320,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,485.197115,impl__flydsl_gfx942__16_128_64_False,0.36%,0.0,,0%,485.197115,0,0.0,0.0,
80,512,2560,320,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,575.228626,impl__flydsl_gfx942__64_128_128_True:1x4_64x256:64:128,1.67%,0.0,,0%,575.228626,0,0.0,0.0,
80,1024,2560,320,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,623.064475,impl__flydsl_gfx942__64_128_128_True:1x4_64x256:64:128,1.36%,0.0,,0%,623.064475,0,0.0,0.0,
80,2048,2560,320,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,740.6220744680857,impl__flydsl_gfx942__64_128_256_True:1x4_64x256:64:128,1.69%,0.0,,0%,740.6220744680857,0,0.0,0.0,
80,4096,2560,320,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,1246.039,impl__flydsl_gfx942__64_128_256_True:1x4_64x256:64:128,1.42%,0.0,,0%,1246.039,0,0.0,0.0,
80,8192,2560,320,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,1987.62404651163,impl__flydsl_gfx942__64_128_256_True:1x4_64x256:64:128,1.63%,0.0,,0%,1987.62404651163,0,0.0,0.0,
80,16384,2560,320,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,3780.849323232325,impl__flydsl_gfx942__64_128_256_True:1x4_64x256:64:128,1.57%,0.0,,0%,3780.849323232325,0,0.0,0.0,
80,32768,2560,320,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,6996.621590000012,impl__flydsl_gfx942__64_128_256_True:1x4_64x256:64:128,1.57%,0.0,,0%,6996.621590000012,0,0.0,0.0,
80,1,2560,192,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,13.149526315789712,fused_moe_asmjit_aot__16_True_False_False,0.16%,0.0,,0%,13.149526315789712,1,2.47,57527.32,
80,2,2560,192,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,20.840210000000024,impl__flydsl_gfx942__16_16_16_False_True,0.00%,0.0,,0%,20.840210000000024,0,0.0,0.0,
80,4,2560,192,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,31.700640000000025,impl__flydsl_gfx942__16_16_16_False_True,0.00%,0.0,,0%,31.700640000000025,0,0.0,0.0,
80,8,2560,192,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,52.754690000000046,impl__flydsl_gfx942__16_16_16_False_True,0.03%,0.0,,0%,52.754690000000046,0,0.0,0.0,
80,16,2560,192,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,87.33854000000018,fused_moe_asmjit_aot__16_True_False_False,0.23%,0.0,,0%,87.33854000000018,1,5.94,8662.52,
80,32,2560,192,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,143.57824489795954,impl__flydsl_gfx942__16_128_64_False,0.01%,0.0,,0%,143.57824489795954,0,0.0,0.0,
80,64,2560,192,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,205.29689999999988,impl__flydsl_gfx942__16_128_64_False,0.01%,0.0,,0%,205.29689999999988,0,0.0,0.0,
80,128,2560,192,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,271.46528723404253,impl__flydsl_gfx942__16_128_64_False,0.01%,0.0,,0%,271.46528723404253,0,0.0,0.0,
80,256,2560,192,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,318.616714,impl__flydsl_gfx942__16_128_64_False,0.08%,0.0,,0%,318.616714,0,0.0,0.0,
80,512,2560,192,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,365.231185,impl__flydsl_gfx942__64_128_128_True:1x4_64x256:64:128,1.30%,0.0,,0%,365.231185,0,0.0,0.0,
80,1024,2560,192,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,421.89582,impl__flydsl_gfx942__64_128_128_True:1x4_64x256:64:128,1.09%,0.0,,0%,421.89582,0,0.0,0.0,
80,2048,2560,192,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,498.4722900000008,impl__flydsl_gfx942__64_128_256_True:1x4_64x256:64:128,1.32%,0.0,,0%,498.4722900000008,0,0.0,0.0,
80,4096,2560,192,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,908.598229166664,impl__flydsl_gfx942__64_128_256_True:1x4_64x256:64:128,1.11%,0.0,,0%,908.598229166664,0,0.0,0.0,
80,8192,2560,192,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,1483.7460326086948,impl__flydsl_gfx942__64_128_256_True:1x4_64x256:64:128,1.28%,0.0,,0%,1483.7460326086948,0,0.0,0.0,
80,16384,2560,192,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,2718.953000000005,impl__flydsl_gfx942__64_128_256_True:1x4_64x256:64:128,1.22%,0.0,,0%,2718.953000000005,0,0.0,0.0,
80,32768,2560,192,513,11,ActivationType.Silu,torch.bfloat16,torch.float8_e4m3fnuz,torch.float8_e4m3fnuz,QuantType.per_Token,1,0,16,0,5067.571458333323,impl__flydsl_gfx942__64_128_256_True:1x4_64x256:64:128,1.23%,0.0,,0%,5067.571458333323,0,0.0,0.0,
